Make,Model,Miles,Year,Exterior Color,Interior Color,Other Info,Price
Dodge,Ram 1500,"89,674 miles",2007,Black,Unknown,"No accidents, Personal use","$13,995 "
Toyota,Tacoma,584 miles,2020,Gray,Gray,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"3,515 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$37,995 "
Ram,1500,"15,062 miles",2018,Red,Gray,"No accidents, 1 Owner, Personal use","$39,990 "
Ford,F-150,"27,055 miles",2018,Red,Black,"No accidents, 1 Owner, Fleet use","$41,995 "
GMC,Sierra 3500HD,"26,690 miles",2018,Black,Unknown,"No accidents, Personal use","$60,991 "
GMC,Sierra 1500,"101,837 miles",2015,White,Brown,"1 accident, 2 Owners, Personal use","$30,995 "
Ram,1500 Classic,"3,603 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$39,902 "
Ram,1500,"81,891 miles",2014,Red,Gray,"No accidents, 3 Owners, Fleet use","$22,997 "
Ford,Super Duty F-350,"99,897 miles",2000,Green,Beige,"No accidents, 1 Owner, Personal use","$18,995 "
Ram,1500,"27,512 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$29,999 "
Ford,F-150,"86,671 miles",2014,White,Beige,"1 accident, 2 Owners, Personal use","$25,988 "
Ford,F-150,"19,607 miles",2019,Silver,Gray,"No accidents, 1 Owner, Personal use","$38,699 "
Chevrolet,Silverado 1500,"53,215 miles",2017,Black,Black,"No accidents, 2 Owners, Fleet use","$40,690 "
Chevrolet,Silverado 1500,"130,814 miles",2014,White,Brown,"No accidents, 3 Owners, Personal use","$30,690 "
GMC,Sierra 1500,"26,610 miles",2017,White,Gray,"No accidents, 2 Owners, Fleet use","$35,700 "
Nissan,Titan,"94,688 miles",2012,Gray,Black,"No accidents, 2 Owners, Personal use","$20,690 "
Ram,1500,"10,170 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$45,800 "
Ram,3500,"177,662 miles",2011,Silver,Gray,"No accidents, 5 Owners, Personal use","$31,386 "
Chevrolet,Colorado,"30,703 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$33,407 "
Ford,F-150,"80,999 miles",2015,Black,Black,"1 accident, 2 Owners, Personal use","$32,622 "
Ford,Super Duty F-250,"164,777 miles",2003,Gray,Unknown,"No accidents, 4 Owners, Personal use","$12,995 "
Ram,1500,"76,941 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$34,995 "
Honda,Ridgeline,"34,420 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$30,995 "
Ford,F-150,"38,647 miles",2017,White,Gray,"No accidents, 1 Owner, Fleet use","$35,995 "
Ford,Super Duty F-250,"6,055 miles",2020,White,Gray,"No accidents, 1 Owner, Personal use","$47,995 "
Dodge,Ram 2500,"181,619 miles",2010,Silver,Gray,"No accidents, 2 Owners, Personal use","$29,899 "
Ford,F-150,"50,876 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use","$36,990 "
Ram,1500,"81,293 miles",2014,Silver,Gray,"No accidents, 3 Owners, Personal use","$24,995 "
Dodge,Ram 3500,"121,796 miles",2008,Blue,Gray,"No accidents, 5 Owners, Personal use","$28,995 "
Chevrolet,Silverado 1500,"21,418 miles",2017,Red,Gray,"No accidents, 2 Owners, Personal use","$41,995 "
Ford,F-150,"24,686 miles",2018,Blue,Gray,"1 accident, 1 Owner, Personal use","$35,995 "
Ford,F-150,"38,699 miles",2016,Blue,Black,"No accidents, 1 Owner, Personal use","$37,495 "
Toyota,Tundra,"13,966 miles",2018,Silver,Brown,"No accidents, 1 Owner, Personal use","$50,995 "
Ford,F-150,"115,485 miles",2013,Silver,Black,"1 accident, 3 Owners, Personal use","$23,995 "
Ram,1500,"83,209 miles",2017,White,Black,"No accidents, Personal use","$33,799 "
Ram,1500,"23,359 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$30,699 "
Chevrolet,Colorado,"5,414 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$41,600 "
Ford,Ranger,"11,572 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$39,995 "
Nissan,Frontier,"12,431 miles",2019,Black,Gray,"No accidents, 1 Owner, Fleet use","$25,477 "
Ram,1500,"7,331 miles",2020,Gray,Black,"No accidents, 1 Owner, Personal use","$45,793 "
Toyota,Tacoma,"46,649 miles",2016,Unknown,Unknown,"No accidents, 4 Owners, Personal use","$34,995 "
Ram,1500,"9,027 miles",2019,Silver,Black,"No accidents, 1 Owner, Personal use","$51,588 "
Ram,1500,"66,299 miles",2015,Brown,Gray,"No accidents, 1 Owner, Personal use","$28,999 "
Ford,F-150,"37,738 miles",2018,White,Beige,"No accidents, 1 Owner, Personal use","$48,995 "
Ford,F-150,"32,375 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 2500HD,"222,090 miles",2015,White,Black,"No accidents, 1 Owner, Personal use","$15,895 "
Ram,2500,"34,830 miles",2018,Red,Gray,"1 accident, 1 Owner, Personal use","$49,750 "
GMC,Sierra 3500HD,"20,010 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$69,995 "
Ford,F-150,"50,883 miles",2017,Blue,Gray,"No accidents, 1 Owner, Personal use","$32,590 "
Chevrolet,Colorado,"3,195 miles",2020,Black,Black,"No accidents, 1 Owner, Personal use","$30,015 "
Ford,F-150,"27,518 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$39,135 "
Ram,1500,"90,954 miles",2016,Silver,Gray,"No accidents, 2 Owners, Personal use","$21,700 "
GMC,Sierra 1500,"68,533 miles",2014,Red,Brown,"No accidents, Personal use","$32,995 "
Chevrolet,Silverado 1500,"10,681 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$52,000 "
Dodge,Dakota,"193,988 miles",2001,Tan,Unknown,"No accidents, 5 Owners, Personal use",
GMC,Sierra 1500,"20,072 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$30,999 "
Ford,F-150,"82,695 miles",2015,Black,Unknown,"1 accident, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"135,161 miles",2015,White,Gray,"No accidents, 1 Owner, Fleet use","$14,995 "
Nissan,Frontier,"22,901 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use","$27,055 "
GMC,Sierra 1500,"68,123 miles",2014,White,Black,"1 accident, 2 Owners, Personal use","$32,995 "
Ford,F-150,"39,211 miles",2017,White,Black,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 1500,"85,739 miles",2015,Black,Unknown,"No accidents, Personal use","$33,988 "
GMC,Sierra 3500HD,"25,550 miles",2017,White,Unknown,"No accidents, Personal use",
Toyota,Tacoma,"12,566 miles",2019,White,Gray,"No accidents, Personal use","$36,311 "
Ram,2500,"5,690 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$41,573 "
Chevrolet,Colorado,"127,499 miles",2016,Black,Black,"No accidents, 1 Owner, Personal use","$24,995 "
Ford,Ranger,"99,576 miles",2011,Gray,Unknown,"No accidents, 1 Owner, Personal use",
Ram,1500,"73,454 miles",2013,Silver,Black,"No accidents, 3 Owners, Fleet use","$21,990 "
Ram,1500 Classic,"10,422 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$29,932 "
Ram,2500,"108,486 miles",2017,Red,Gray,"No accidents, 2 Owners, Fleet use","$29,170 "
Ram,2500,"45,670 miles",2019,Gray,Black,"No accidents, Personal use","$70,594 "
GMC,Canyon,"28,812 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use","$39,995 "
Ford,F-150,"73,112 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$33,328 "
Ford,F-150,"96,548 miles",2017,Silver,Gray,"No accidents, 1 Owner, Personal use","$31,225 "
GMC,Sierra 1500,"7,860 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$59,984 "
Chevrolet,Silverado 1500,"10,681 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$52,000 "
Toyota,Tacoma,"14,976 miles",2018,Black,Unknown,"No accidents, 1 Owner, Personal use",
Ford,Super Duty F-250,"167,547 miles",2012,Gold,Beige,"No accidents, 2 Owners, Personal use",
Toyota,Tacoma,"66,316 miles",2015,Gray,Gray,"No accidents, 3 Owners, Personal use","$27,990 "
Toyota,Tacoma,"110,678 miles",2014,White,Unknown,"No accidents, 2 Owners, Personal use",
Ford,F-150,"2,476 miles",2020,Red,Brown,"No accidents, 1 Owner, Personal use","$60,852 "
Ram,2500,"35,591 miles",2016,Gray,Gray,"No accidents, 1 Owner, Personal use","$48,467 "
Ford,F-150,"38,800 miles",2018,Gray,Gray,"No accidents, 1 Owner, Personal use","$37,995 "
Honda,Ridgeline,"96,344 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$23,298 "
Ford,F-150,"24,000 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$47,940 "
Ram,1500 Classic,"1,866 miles",2020,White,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"23,567 miles",2019,White,Unknown,"No accidents, Personal use","$38,977 "
Mercedes-Benz,Sprinter Cab Chassis,"135,386 miles",2014,White,Black,"1 accident, 1 Owner, Personal use","$23,795 "
Ram,1500,"60,485 miles",2015,White,Black,"1 accident, 1 Owner, Personal use",
Dodge,Ram 1500,"111,556 miles",2008,Red,Gray,"No accidents, 2 Owners, Personal use","$12,995 "
Ram,1500,"134,127 miles",2013,Black,Black,"1 accident, 1 Owner, Personal use",
Ford,F-150,"1,384 miles",2020,White,Unknown,"No accidents, Personal use","$49,590 "
Ford,F-150,"102,600 miles",2017,White,Gray,"No accidents, 1 Owner, Fleet use","$25,995 "
Ford,F-150,"136,030 miles",2011,White,Black,"1 accident, 3 Owners, Fleet use","$15,393 "
Ram,2500,"46,353 miles",2018,White,Brown,"No accidents, 1 Owner, Personal use","$55,890 "
Ford,F-150,"1,667 miles",2019,Red,Black,"No accidents, Personal use","$70,892 "
Ram,1500 Classic,"10,343 miles",2019,Blue,Black,"No accidents, 1 Owner, Personal use","$34,444 "
Ram,5500,"157,075 miles",2012,White,Gray,"No accidents, Personal use","$26,888 "
Ford,F-150,"40,859 miles",2017,Silver,Gray,"1 accident, 2 Owners, Personal use","$39,455 "
Ram,1500,"42,302 miles",2013,Black,Black,"No accidents, 1 Owner, Personal use","$29,999 "
Ford,Super Duty F-250,"80,456 miles",2018,Unknown,Unknown,"No accidents, 1 Owner, Personal use",
Ram,2500,"16,360 miles",2019,White,Unknown,"No accidents, Personal use","$69,888 "
Chevrolet,Silverado 1500,"37,637 miles",2017,Black,Gray,"No accidents, 1 Owner, Personal use","$39,494 "
Ford,F-150,"112,868 miles",2015,Gray,Gray,"No accidents, 3 Owners, Personal use","$26,000 "
Ram,2500,"13,288 miles",2019,White,Black,"1 accident, 2 Owners, Personal use",
Ford,F-150,"16,708 miles",2018,Black,Gray,"No accidents, 1 Owner, Personal use","$40,988 "
Ram,1500,"37,067 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$25,000 "
Ram,1500,"13,712 miles",2019,White,Black,"No accidents, 1 Owner, Personal use",
Ford,Super Duty F-350,"63,199 miles",2019,Black,Black,"No accidents, Personal use","$59,994 "
Ford,F-150,"58,820 miles",2017,Gray,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"38,159 miles",2016,Gray,Unknown,"No accidents, 2 Owners, Personal use",
Ford,F-150,"43,639 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$36,284 "
Ram,1500,"59,092 miles",2016,Black,Gray,"1 accident, 3 Owners, Personal use","$24,000 "
GMC,Sierra 3500HD,"25,415 miles",2018,White,Unknown,"No accidents, Personal use","$41,495 "
Ram,2500,"69,966 miles",2018,White,Gray,"No accidents, 1 Owner, Personal use","$38,594 "
GMC,Sierra 1500,"15,025 miles",2019,White,Black,"No accidents, 1 Owner, Personal use",
Ram,3500,"78,089 miles",2015,White,Black,"No accidents, 1 Owner, Personal use","$36,899 "
Toyota,Tacoma,"19,786 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"17,419 miles",2017,Blue,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"41,713 miles",2016,Black,Black,"No accidents, 2 Owners, Fleet use","$42,966 "
Chevrolet,Silverado 2500HD,"92,629 miles",2014,White,Beige,"1 accident, 1 Owner, Personal use","$37,514 "
Chevrolet,Silverado 1500,"141,555 miles",2014,White,Black,"No accidents, 1 Owner, Personal use","$22,500 "
GMC,Sierra 1500,"32,398 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$44,694 "
Toyota,Tacoma,"3,792 miles",2020,White,Gray,"No accidents, 1 Owner, Personal use","$36,488 "
Ram,2500,"3,094 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$54,495 "
GMC,Sierra 1500,"65,291 miles",2018,Red,Brown,"No accidents, 1 Owner, Personal use","$33,900 "
Ford,F-150,"51,067 miles",2015,White,Unknown,"No accidents, 1 Owner, Personal use","$31,000 "
Chevrolet,Silverado 1500,"70,665 miles",2015,Red,Black,"No accidents, 1 Owner, Personal use","$29,995 "
Toyota,Tacoma,"46,649 miles",2016,Unknown,Unknown,"No accidents, 4 Owners, Personal use","$34,995 "
GMC,Sierra 2500HD,"63,378 miles",2017,Black,Brown,"No accidents, 1 Owner, Personal use","$50,995 "
Chevrolet,Silverado 1500,"7,196 miles",2020,White,Black,"No accidents, 1 Owner, Personal use","$28,995 "
Chevrolet,Colorado,"10,084 miles",2019,Blue,Black,"1 accident, 1 Owner, Personal use","$30,995 "
Ram,1500,"46,354 miles",2017,White,Beige,"No accidents, 1 Owner, Personal use","$29,995 "
Ford,F-150,"59,125 miles",2017,Red,Black,"1 accident, 3 Owners, Personal use","$54,045 "
Chevrolet,Silverado 1500,"81,547 miles",2015,Gray,Black,"No accidents, 3 Owners, Personal use","$30,995 "
GMC,Sierra 1500,"44,076 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use","$46,824 "
Ford,Super Duty F-250,"47,936 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$58,995 "
Ford,Super Duty F-250,"56,335 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use","$47,988 "
Ford,Ranger,"24,253 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use",
Ford,F-150,"26,672 miles",2017,Gray,Black,"No accidents, 2 Owners, Personal use",
Ford,F-150,"56,644 miles",2017,White,Red,"2 accidents, 1 Owner, Personal use","$45,994 "
Ford,F-150,36 miles,2019,White,Gray,"No accidents, Personal use",
Ford,Super Duty F-350,"130,938 miles",2002,Gray,Unknown,"1 accident, 2 Owners, Personal use",
Chevrolet,Silverado 1500,"23,447 miles",2017,White,Black,"No accidents, 1 Owner, Personal use",
Ford,Ranger,"20,013 miles",2019,White,Gray,"No accidents, 1 Owner, Fleet use","$33,995 "
Ford,F-150,"22,760 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"82,203 miles",2016,White,Unknown,"No accidents, 2 Owners, Personal use",
Ford,F-150,"34,436 miles",2019,Silver,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"98,258 miles",2016,Brown,Unknown,"No accidents, 1 Owner, Personal use",
Ford,Super Duty F-250,"15,833 miles",2019,Black,Gray,"No accidents, 1 Owner, Personal use","$50,911 "
Jeep,Gladiator,"10,591 miles",2020,Red,Black,"No accidents, 1 Owner, Personal use","$43,926 "
GMC,Sierra 1500,"33,222 miles",2017,Black,Black,"No accidents, 1 Owner, Personal use",
GMC,Sierra 1500,"117,291 miles",2014,Gray,Unknown,"No accidents, 3 Owners, Personal use",
Chevrolet,Colorado,"17,419 miles",2017,White,Black,"No accidents, 1 Owner, Personal use",
Ram,2500,"127,683 miles",2015,White,Beige,"1 accident, 2 Owners, Fleet use","$25,995 "
Chevrolet,Silverado 1500,"18,334 miles",2017,White,Black,"No accidents, 1 Owner, Personal use",
Ram,Dakota,"94,094 miles",2011,Silver,Gray,"2 accidents, 3 Owners, Fleet use",
Nissan,Frontier,"40,100 miles",2018,White,Gray,"No accidents, 2 Owners, Fleet use","$21,800 "
Ford,F-150,"83,888 miles",2018,Unknown,Black,"No accidents, 1 Owner, Fleet use","$38,144 "
Ford,F-150,"12,060 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$48,992 "
Chevrolet,Silverado 1500,"21,418 miles",2017,Red,Gray,"No accidents, 2 Owners, Personal use","$41,995 "
Ram,2500,"115,735 miles",2016,Red,Gray,"No accidents, 1 Owner, Personal use","$38,992 "
Ram,2500,"4,196 miles",2019,White,Black,"1 accident, 1 Owner, Personal use","$41,000 "
Chevrolet,Silverado 1500,"33,700 miles",2017,White,Brown,"No accidents, 1 Owner, Personal use","$39,395 "
Ford,Super Duty F-250,"16,908 miles",2019,White,Unknown,"No accidents, 1 Owner, Personal use",
Ford,F-150,"12,632 miles",2020,Black,Unknown,"No accidents, 1 Owner, Personal use","$47,999 "
GMC,Sierra 3500HD,"17,096 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$67,891 "
Ford,F-150,"39,309 miles",2017,White,Gray,"No accidents, 1 Owner, Personal use","$39,499 "
Chevrolet,Silverado 1500,"11,185 miles",2020,Black,Black,"No accidents, 1 Owner, Personal use","$51,999 "
Ford,F-150,"100,677 miles",2018,White,Unknown,"No accidents, Personal use","$29,700 "
Ford,Super Duty F-350,"3,923 miles",2018,White,Brown,"No accidents, 1 Owner, Personal use","$68,792 "
Ford,F-150,"82,695 miles",2015,Black,Unknown,"1 accident, 1 Owner, Personal use",
Nissan,Titan,"22,317 miles",2018,Silver,Black,"No accidents, 1 Owner, Personal use","$39,768 "
Ford,Super Duty F-350,"128,519 miles",2014,Red,Black,"No accidents, 2 Owners, Personal use","$35,975 "
Chevrolet,Silverado 1500,"4,296 miles",2019,Red,Black,"No accidents, 1 Owner, Personal use","$42,993 "
GMC,Sierra 1500,"101,837 miles",2015,White,Brown,"1 accident, 2 Owners, Personal use","$30,995 "
Chevrolet,Silverado 1500,618 miles,2020,Black,Black,"No accidents, Personal use","$44,998 "
Chevrolet,Silverado 1500,"3,934 miles",2020,Black,Black,"No accidents, Personal use","$43,888 "
Chevrolet,Silverado 1500 LD,"32,011 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$34,307 "
Nissan,Frontier,"12,431 miles",2019,Black,Gray,"No accidents, 1 Owner, Fleet use","$25,477 "
Ford,F-150,"69,911 miles",2015,Gray,Black,"No accidents, 1 Owner, Personal use","$34,788 "
Nissan,Frontier,"35,542 miles",2017,Blue,Gray,"No accidents, Personal use","$23,998 "
Chevrolet,Silverado 1500,"57,366 miles",2017,White,Black,"No accidents, 1 Owner, Personal use","$34,999 "
Ford,F-150,"46,433 miles",2018,Red,Black,"No accidents, 1 Owner, Fleet use","$43,488 "
Toyota,Tacoma,"17,320 miles",2019,Blue,Unknown,"No accidents, 1 Owner, Personal use","$41,569 "
Ram,2500,"79,773 miles",2012,Gray,Beige,"1 accident, 1 Owner, Personal use","$29,490 "
Ram,1500,"17,781 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use",
GMC,Sierra 1500,"141,392 miles",2015,Black,Black,"1 accident, 3 Owners, Personal use","$28,995 "
Ram,1500,"131,425 miles",2013,Gray,Black,"1 accident, 3 Owners, Fleet use",
Ram,1500,"48,043 miles",2016,Black,Red,"No accidents, 1 Owner, Personal use",
Ford,F-150,"92,599 miles",2016,Silver,Black,"No accidents, 1 Owner, Personal use","$32,995 "
GMC,Sierra 1500,"3,674 miles",2020,White,Black,"No accidents, Personal use","$50,999 "
Ram,3500,"118,015 miles",2012,Black,Gray,"No accidents, 3 Owners, Personal use",
Chevrolet,Colorado,"5,054 miles",2019,Black,Black,"No accidents, Personal use",
Chevrolet,Silverado 1500 LD,"32,011 miles",2019,Gray,Black,"No accidents, 1 Owner, Personal use","$34,307 "
Honda,Ridgeline,"48,322 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$26,900 "
Toyota,Tacoma,"63,000 miles",2015,Unknown,Unknown,"No accidents, 1 Owner, Personal use",
Chevrolet,Silverado 3500HD,"90,947 miles",2018,White,Black,"No accidents, 1 Owner, Personal use","$49,977 "
Ford,F-150,"81,051 miles",2016,White,Gray,"No accidents, 1 Owner, Personal use","$29,995 "
Ford,F-150,"3,350 miles",2019,White,Gray,"No accidents, 1 Owner, Personal use","$48,159 "
Honda,Ridgeline,"96,344 miles",2017,Silver,Black,"No accidents, 1 Owner, Personal use","$23,298 "
Ford,F-150,"118,970 miles",2008,Silver,Unknown,"No accidents, 4 Owners, Personal use",
Ford,F-150,"27,655 miles",2018,Gray,Black,"No accidents, 1 Owner, Personal use","$40,995 "
Ford,F-150,"129,293 miles",2013,White,Unknown,"No accidents, 2 Owners, Fleet use",
Chevrolet,Silverado 2500HD,"117,028 miles",2013,White,Unknown,"No accidents, 1 Owner, Personal use",
Ram,1500,"34,108 miles",2019,Black,Black,"No accidents, 1 Owner, Personal use","$35,505 "
GMC,Sierra 3500HD,"153,412 miles",2013,White,Gray,"No accidents, 1 Owner, Personal use",
GMC,Sierra 3500HD,"152,648 miles",2013,White,Gray,"No accidents, 1 Owner, Personal use",
GMC,Sierra 2500HD,"60,901 miles",2019,White,Black,"No accidents, 1 Owner, Personal use","$55,971 "
Ford,F-150,"136,030 miles",2011,White,Black,"1 accident, 3 Owners, Fleet use","$15,393 "
